,c1_rank,c2_rank,c3_rank,c4_rank,c5_rank,c1_suit,c2_suit,c3_suit,c4_suit,c5_suit,class,s_pos,s_rank,s_suit,s_class,outcome
18367,7,7,8,4,3,4,2,2,1,2,8,2,4,3,7,0
18368,4,4,13,11,10,2,4,2,2,3,8,4,8,4,8,1
18369,11,11,13,12,10,3,4,4,3,2,8,5,13,1,8,0
18370,2,2,12,9,3,3,4,1,2,1,8,1,11,1,8,0
18371,7,7,13,9,6,3,4,3,1,3,8,3,10,1,8,1
18372,11,11,12,10,7,2,3,3,3,2,8,2,5,4,8,1
18373,14,6,5,4,2,2,1,2,4,3,9,5,3,4,9,1
18374,7,7,9,6,5,4,3,4,4,1,8,3,4,3,8,1
18375,13,11,10,8,3,3,1,1,4,1,9,5,8,2,8,0
18376,6,6,14,13,10,4,3,2,2,4,8,2,5,4,9,1
18377,12,12,11,9,3,1,4,2,1,3,8,3,3,1,8,1
18378,8,8,6,4,3,1,3,1,1,4,8,4,7,4,9,1
18379,9,9,10,7,4,3,2,1,3,3,8,1,7,1,8,0
18380,5,5,13,12,7,4,3,3,1,4,8,3,12,2,7,0
18381,12,11,10,9,6,4,4,2,3,4,9,4,10,3,8,0
18382,4,4,11,7,6,4,2,1,3,3,8,1,9,2,9,1
18383,14,14,11,6,4,4,3,2,1,1,8,3,12,3,9,1
18384,12,11,10,6,3,1,2,1,4,1,9,2,4,2,9,1
18385,9,8,4,3,2,1,4,3,2,3,9,2,14,1,9,0
18386,10,8,7,6,5,4,3,2,2,2,9,2,13,4,9,0
18387,13,9,8,4,2,1,2,2,4,1,9,2,13,2,8,0
18388,13,11,7,5,2,2,2,3,1,1,9,4,3,1,9,0
18389,14,11,9,6,4,1,3,2,1,1,9,3,4,4,8,0
18390,6,6,8,5,2,3,4,4,2,2,8,3,10,3,9,1
18391,11,6,5,4,3,4,2,4,3,4,9,5,3,3,8,0
18392,14,13,12,7,2,3,3,2,2,1,9,3,5,1,9,1
18393,8,8,11,9,7,3,2,1,3,3,8,5,12,1,9,1
18394,4,4,13,10,3,4,3,2,3,2,8,5,2,4,9,1
18395,9,8,7,5,2,2,4,1,4,3,9,4,11,3,9,0
18396,14,13,9,8,4,1,2,3,4,1,9,4,6,4,9,0
18397,9,9,12,8,2,1,2,1,1,3,8,3,10,3,9,1
18398,7,7,11,10,6,2,1,4,2,3,8,4,5,1,9,1
18399,13,13,5,3,2,3,1,4,3,2,8,5,12,4,9,1
18400,8,8,13,7,6,3,2,4,1,1,8,3,10,3,8,0
18401,13,11,8,7,6,2,2,4,2,3,9,4,5,1,9,1
18402,3,3,9,7,4,3,4,2,4,2,8,2,12,4,8,0
18403,14,14,13,12,3,3,4,1,2,1,8,4,2,2,8,1
18404,8,8,4,4,5,4,1,2,4,3,7,5,6,2,7,0
18405,3,3,10,4,2,2,3,1,3,1,8,4,2,4,8,1
18406,7,7,13,9,8,1,4,4,2,3,8,5,13,1,8,0
18407,5,5,12,7,2,2,1,4,3,2,8,4,7,2,7,0
18408,13,12,8,7,5,4,3,2,1,1,9,4,5,2,8,0
18409,9,9,7,6,4,2,1,4,4,4,8,4,6,1,8,0
18410,14,11,8,7,2,1,1,1,2,2,9,5,6,2,9,1
18411,11,10,8,6,3,3,4,3,3,3,9,4,3,4,8,0
18412,4,4,13,10,5,1,3,3,3,4,8,5,2,3,9,1
18413,9,9,12,6,3,4,2,3,1,4,8,3,9,3,6,0
18414,11,11,14,10,7,1,3,1,1,3,8,5,6,3,8,1
18415,3,3,13,10,4,1,2,4,2,2,8,3,12,1,9,1
18416,3,3,13,8,7,3,1,1,4,4,8,3,7,2,8,0
18417,12,6,5,4,3,1,3,2,1,4,9,5,10,4,9,1
18418,13,12,11,6,2,4,3,4,4,3,9,5,11,3,8,0
18419,14,14,13,9,2,1,4,2,3,1,8,4,12,4,8,0
18420,4,4,10,7,6,4,3,4,2,1,8,3,12,2,9,1
18421,12,12,13,8,7,3,4,2,1,1,8,2,5,2,8,1
18422,10,10,11,5,3,2,1,1,4,2,8,3,8,3,9,1
18423,2,2,14,13,9,3,1,4,4,1,8,5,10,3,9,1
18424,4,4,12,10,5,4,2,1,2,3,8,3,6,2,9,1
18425,11,11,13,10,5,3,1,2,3,4,8,5,8,3,9,1
18426,12,9,8,5,2,4,2,4,2,4,9,3,13,3,9,0
18427,12,6,4,3,2,3,3,3,1,2,9,5,7,4,9,0
18428,13,12,6,4,3,3,2,1,1,2,9,4,3,4,8,0
18429,8,8,14,12,2,2,4,1,3,3,8,5,11,2,9,1
18430,12,7,6,5,4,4,3,2,3,4,9,3,5,2,8,0
18431,10,10,14,11,6,2,4,3,4,3,8,5,11,3,7,0
18432,11,11,11,10,2,2,3,4,2,2,6,5,7,2,6,1
18433,14,9,7,6,5,3,2,3,3,4,9,4,2,4,9,1
18434,9,9,13,6,3,3,4,2,1,4,8,5,14,2,8,0
18435,13,8,5,4,3,4,4,1,3,1,9,4,8,2,9,0
18436,14,11,10,8,2,1,1,4,3,1,9,2,3,3,9,1
18437,11,11,13,10,7,4,3,2,3,2,8,5,7,4,8,1
18438,12,12,6,6,8,1,4,4,3,4,7,5,7,1,8,1
18439,9,9,4,4,8,2,1,1,3,2,7,5,5,3,8,1
18440,9,7,6,4,2,4,2,2,3,4,9,5,8,2,9,0
18441,14,13,7,3,2,1,4,3,4,2,9,1,10,2,9,1
18442,14,8,6,4,2,4,4,4,1,1,9,2,13,3,9,1
18443,9,9,11,4,3,1,3,1,4,2,8,3,6,1,8,0
18444,6,6,8,5,4,2,3,3,4,1,8,3,5,1,8,0
18445,13,13,7,7,6,3,2,2,3,4,7,5,11,3,8,1
18446,4,4,10,9,6,4,2,3,2,1,8,4,9,1,8,0
18447,3,3,2,2,5,2,1,4,3,3,7,5,2,2,7,0
18448,5,5,14,7,6,4,3,2,1,2,8,4,7,4,7,0
18449,9,9,13,7,3,4,3,1,2,4,8,3,9,1,8,0
18450,10,10,12,6,2,4,3,1,3,1,8,5,2,4,7,0
18451,14,14,12,3,2,3,1,2,1,2,8,5,11,2,9,1
18452,8,8,10,9,7,3,1,4,3,2,8,5,4,4,9,1
18453,13,12,4,3,2,1,1,3,2,1,9,4,10,3,9,0
18454,11,10,7,6,5,4,2,4,4,2,9,5,14,4,9,0
18455,14,9,6,5,2,2,1,2,3,2,9,4,11,2,9,0
18456,14,13,6,5,4,2,4,3,2,2,9,5,10,1,9,0
18457,8,8,12,10,6,4,3,3,4,4,8,4,9,2,8,1
18458,11,9,8,7,2,1,1,1,2,3,9,4,4,3,9,1
18459,3,3,2,2,11,4,1,1,4,2,7,5,14,3,7,0
18460,14,12,11,6,4,2,4,3,2,1,9,4,14,4,9,0
18461,11,11,10,8,3,4,1,2,2,1,8,3,7,3,9,1
18462,5,5,10,8,2,3,1,3,1,2,8,5,13,3,8,0
18463,12,12,13,8,4,2,1,2,4,4,8,5,4,3,7,0
18464,9,9,8,5,2,2,3,4,4,4,8,4,3,1,9,1
18465,14,13,10,7,2,2,1,1,1,3,9,4,13,3,8,0
18466,4,4,4,14,14,4,3,2,4,3,3,0,7,4,3,0
18467,14,12,8,6,5,1,1,1,1,3,9,4,10,3,9,1
18468,13,12,7,6,3,2,3,4,4,4,9,5,9,2,9,1
18469,14,12,11,8,6,4,4,3,1,3,9,2,14,2,8,0
18470,11,10,5,4,2,1,3,3,3,1,9,5,5,1,8,0
18471,14,12,4,3,2,1,1,1,1,4,9,5,7,3,9,1
18472,11,10,6,4,2,2,4,2,3,2,9,5,2,3,9,0
18473,3,3,6,5,2,2,4,4,3,1,8,5,4,1,8,1
18474,8,8,14,13,12,1,4,3,2,3,8,5,8,3,8,0
18475,12,11,7,4,3,4,1,3,2,1,9,2,2,4,9,1
18476,4,4,9,5,3,3,4,4,2,1,8,1,11,4,8,0
18477,8,8,14,13,6,4,3,3,2,3,8,4,7,4,8,1
18478,13,10,7,4,3,1,2,1,2,4,9,5,2,1,9,1
18479,11,10,6,4,2,1,4,4,1,3,9,5,12,4,9,0
18480,4,4,12,7,5,3,1,2,1,4,8,4,14,2,8,0
18481,9,9,3,3,6,3,2,1,4,3,7,5,14,1,8,1
18482,11,11,13,7,5,2,3,3,4,3,8,3,13,1,8,0
18483,2,2,2,11,10,4,1,2,4,4,6,5,5,1,6,1
18484,14,13,10,7,6,1,1,3,4,4,9,4,8,1,9,0
18485,12,8,5,3,2,1,3,2,2,2,9,1,10,4,9,0
18486,13,13,7,6,3,2,3,1,1,1,8,5,9,2,8,0
18487,12,12,8,6,5,3,4,2,3,4,8,3,8,4,8,1
18488,9,6,5,4,3,4,2,4,1,1,9,2,3,4,8,0
18489,13,11,10,8,6,3,1,3,2,3,9,4,12,4,9,0
18490,7,7,14,9,6,4,3,4,3,1,8,5,4,2,8,1
18491,5,5,14,12,10,2,3,3,2,4,8,5,9,1,9,1
18492,10,10,13,9,8,4,1,1,4,1,8,3,2,2,8,1
18493,13,11,7,6,5,3,2,2,1,4,9,5,4,2,9,1
18494,14,13,11,6,5,4,4,4,2,2,9,5,3,2,9,1
18495,13,9,8,7,6,2,1,4,1,4,9,3,12,2,9,0
18496,13,12,11,5,4,1,1,3,1,2,9,5,9,1,9,1
18497,14,10,9,5,2,1,1,4,3,3,9,5,4,1,9,1
18498,14,13,12,11,6,2,2,2,4,4,9,2,10,3,9,1
18499,11,9,4,3,2,2,2,3,4,2,9,5,4,4,8,0
18500,10,10,14,13,7,2,3,4,2,4,8,2,10,1,6,0
18501,5,5,13,8,7,2,4,1,3,3,8,3,12,4,9,1
18502,14,11,10,9,6,1,4,4,1,3,9,2,9,3,8,0
18503,6,6,5,5,14,1,2,3,1,3,7,5,11,1,8,1
18504,10,9,8,6,5,3,2,3,4,2,9,1,13,3,9,0
18505,6,6,13,10,2,3,2,4,1,2,8,4,8,2,8,1
18506,14,9,5,3,2,1,1,3,3,4,9,4,14,2,8,0
18507,13,11,4,3,2,1,2,1,4,1,9,2,6,1,9,1
18508,7,7,11,9,8,3,4,3,4,2,8,3,8,1,7,0
18509,5,5,14,13,2,3,2,1,1,2,8,4,12,1,9,1
18510,6,6,6,13,3,1,4,3,4,2,6,4,5,4,6,1
18511,14,9,8,5,4,4,2,3,1,2,9,2,3,4,9,1
18512,14,13,9,6,4,3,4,4,3,2,9,1,10,4,9,1
18513,13,10,9,8,7,3,3,2,3,3,9,5,6,4,5,0
18514,11,11,7,4,3,2,1,2,4,3,8,4,14,1,8,0
18515,10,9,6,5,3,1,1,2,1,4,9,4,2,3,9,1
18516,6,6,11,9,4,2,3,1,2,4,8,4,2,2,8,1
18517,14,12,10,4,2,1,1,4,2,1,9,1,14,2,8,0
18518,10,8,7,3,2,2,4,4,1,4,9,2,8,3,8,0
18519,10,10,12,8,5,3,1,3,1,4,8,5,3,3,8,1
18520,2,2,14,10,5,4,3,2,4,3,8,4,4,4,9,1
18521,9,9,13,8,4,2,3,4,2,3,8,5,7,3,8,1
18522,6,6,6,12,3,2,4,1,1,2,6,4,8,4,6,0
18523,13,13,14,11,2,3,2,4,1,1,8,4,7,1,8,0
18524,12,11,9,6,5,2,3,3,1,4,9,5,10,2,9,0
18525,4,4,13,11,3,3,1,4,4,1,8,4,8,2,9,1
18526,5,5,14,6,2,2,1,3,3,4,8,3,7,3,8,1
18527,13,12,11,10,9,3,1,1,1,4,5,0,14,1,5,0
18528,13,10,9,8,4,3,4,2,4,3,9,4,10,3,9,0
18529,10,10,4,4,14,1,2,2,4,2,7,5,2,1,8,1
18530,3,3,12,7,6,3,1,2,2,2,8,4,5,3,8,1
18531,11,8,7,6,5,1,3,3,1,4,9,3,14,4,9,0
18532,14,13,11,8,5,2,2,3,1,4,9,2,2,1,9,1
18533,14,6,5,4,3,4,4,1,2,4,9,3,10,2,9,1
18534,11,11,13,10,4,4,1,1,3,1,8,3,3,3,8,1
18535,14,11,9,7,2,1,2,3,2,3,9,1,12,3,9,0
18536,10,10,11,6,5,2,4,3,2,3,8,4,7,1,8,1
18537,8,8,11,7,2,4,2,1,4,1,8,4,5,4,8,1
18538,14,12,11,6,5,1,1,2,1,2,9,5,4,2,9,1
18539,9,9,9,3,2,4,2,3,1,4,6,5,3,2,3,0
18540,8,5,4,3,2,4,4,4,2,3,9,2,7,4,9,0
18541,3,3,14,11,4,4,3,1,2,2,8,5,13,4,8,1
18542,8,8,11,6,5,1,3,3,1,3,8,5,9,3,8,1
18543,10,7,6,5,2,2,1,2,2,4,9,3,14,3,9,0
18544,13,12,10,7,5,2,4,4,1,4,9,3,9,3,9,1
18545,4,4,11,3,2,4,1,2,4,2,8,3,9,4,8,0
18546,14,13,9,7,6,2,3,1,4,1,9,2,2,3,9,1
18547,3,3,3,9,2,3,1,2,2,1,6,5,6,4,8,1
18548,2,2,14,13,7,4,2,1,3,4,8,3,6,1,8,1
18549,12,12,14,7,4,1,4,3,1,1,8,5,7,3,8,1
18550,10,9,8,5,4,2,3,3,1,4,9,4,4,2,8,0
18551,12,10,6,4,2,2,1,2,3,1,9,4,6,3,8,0
18552,6,6,14,9,2,1,3,2,1,2,8,3,5,3,9,1
18553,12,11,8,5,2,4,3,4,1,4,9,4,10,3,9,0
18554,3,3,9,8,6,1,3,2,1,4,8,4,10,1,8,0
18555,13,12,11,4,2,1,2,2,3,1,9,3,3,4,9,1
18556,14,10,9,8,2,1,3,2,3,2,9,2,12,4,9,0
18557,9,8,5,4,2,3,4,1,1,3,9,4,5,4,8,0
18558,14,13,9,5,4,4,4,1,3,2,9,4,11,3,9,0
18559,12,12,6,6,10,1,2,2,1,2,7,5,11,2,8,1
18560,12,7,5,3,2,4,3,3,2,1,9,4,6,3,9,1
18561,14,13,12,11,9,2,2,2,2,3,9,3,9,2,8,0
18562,10,10,13,7,3,4,1,4,1,4,8,4,9,4,9,1
18563,12,10,8,7,3,1,3,1,4,1,9,5,12,3,8,0
18564,14,9,7,4,2,3,1,4,3,2,9,5,5,4,9,1
18565,3,3,12,10,7,2,1,4,2,1,8,4,2,1,8,1
18566,8,8,5,4,3,1,3,1,4,4,8,3,5,2,8,1
18567,2,2,10,7,4,4,3,3,2,2,8,4,5,3,9,1
18568,2,2,11,10,4,4,2,1,3,2,8,5,12,4,8,0
18569,8,8,14,9,5,1,2,3,3,2,8,4,11,3,9,1
18570,10,10,12,6,2,2,4,1,1,3,8,4,10,1,8,0
18571,6,6,13,5,3,3,2,2,1,3,8,3,4,3,8,1
18572,13,12,7,6,5,4,2,3,2,3,9,2,9,4,9,0
18573,13,6,5,3,2,3,1,1,1,4,9,5,12,3,9,0
18574,10,10,14,11,6,1,2,1,4,3,8,3,11,2,7,0
18575,2,2,7,4,3,3,2,2,1,3,8,4,10,4,9,1
18576,9,9,9,14,4,4,3,2,1,4,6,5,5,4,8,1
18577,11,10,5,4,2,2,1,3,1,4,9,1,13,3,9,0
18578,7,7,12,8,3,2,1,3,2,4,8,4,3,2,8,0
18579,14,12,7,5,2,3,1,4,1,3,9,3,12,4,8,0
18580,5,5,12,10,3,1,3,1,2,4,8,4,9,4,8,0
18581,14,13,11,10,8,3,4,3,4,2,9,1,11,2,9,0
18582,14,12,11,8,2,4,4,4,3,1,9,5,7,1,9,1
18583,13,9,7,5,2,2,3,4,4,3,9,3,8,4,9,1
18584,10,10,12,11,9,2,4,3,1,1,8,5,7,2,9,1
18585,9,6,5,3,2,4,1,1,2,4,9,2,6,2,9,0
18586,14,11,10,7,5,1,4,3,1,4,9,1,4,2,9,1
18587,14,13,10,5,4,3,3,1,3,3,9,4,6,4,9,1
18588,14,12,8,5,3,1,1,1,1,2,9,5,2,2,9,1
18589,3,3,14,12,4,4,3,4,3,4,8,3,5,4,8,1
18590,7,7,13,11,10,1,4,4,4,4,8,4,10,2,7,0
18591,11,9,7,3,2,3,1,3,1,4,9,5,10,1,9,0
18592,11,10,9,8,7,2,2,4,2,1,5,0,8,3,5,0
18593,12,11,10,4,3,3,3,4,1,3,9,5,13,3,9,0
18594,7,7,4,4,10,2,3,4,2,3,7,5,6,2,8,1
18595,8,8,13,5,2,4,1,2,2,4,8,5,7,4,8,1
18596,12,12,14,8,4,2,3,3,1,2,8,1,7,3,8,1
18597,14,10,8,7,3,2,2,3,1,3,9,4,9,3,9,1
18598,5,5,5,13,6,3,2,4,4,4,6,4,10,1,6,1
18599,12,11,6,3,2,1,3,3,4,1,9,5,13,2,9,0
18600,14,12,10,9,3,3,1,2,4,4,9,5,13,4,9,1
18601,14,13,11,4,3,1,2,3,2,3,9,4,12,4,9,0
18602,9,9,12,10,2,2,1,2,4,4,8,1,4,4,8,1
18603,7,6,5,4,2,4,2,3,3,2,9,5,6,3,9,0
18604,3,3,11,7,2,3,4,4,4,3,8,4,14,4,8,0
18605,5,5,10,8,7,1,2,3,1,1,8,3,6,2,8,1
18606,6,6,9,4,2,4,1,1,2,4,8,4,11,1,8,0
18607,14,13,9,8,3,1,3,2,3,1,9,5,13,4,8,0
18608,7,6,4,3,2,3,3,3,3,2,9,5,14,2,9,0
18609,14,13,11,10,7,3,2,4,4,2,9,5,9,1,9,0
18610,13,11,7,6,3,3,2,1,2,1,9,4,12,1,9,1
18611,14,12,8,6,2,1,3,2,1,1,9,5,5,1,9,1
18612,8,8,8,12,10,1,4,2,4,1,6,4,5,4,8,1
18613,13,13,12,10,7,1,2,2,2,3,8,2,9,3,8,1
18614,2,2,14,11,7,1,2,3,4,1,8,5,7,4,8,0
18615,14,9,8,7,6,4,4,3,2,3,9,2,11,3,9,1
18616,4,4,14,13,2,2,4,3,3,4,8,4,3,3,8,0
18617,12,11,10,6,4,2,3,1,4,1,9,3,3,1,9,1
18618,8,8,13,11,6,2,3,2,4,1,8,4,7,1,8,1
18619,11,9,7,4,3,1,2,3,3,2,9,3,5,4,9,0
18620,3,3,14,11,7,4,2,4,1,1,8,4,2,1,9,1
18621,10,9,8,5,4,3,1,1,4,1,9,2,11,2,9,0
18622,14,12,4,3,2,3,1,3,1,3,9,5,13,4,9,0
18623,10,10,12,9,8,4,1,4,2,4,8,5,9,4,7,0
18624,3,3,13,12,9,1,2,1,1,3,8,3,9,1,8,0
18625,2,2,11,7,4,1,2,1,2,4,8,4,4,3,8,0
18626,14,13,11,5,2,2,4,3,3,3,9,4,5,1,8,0
18627,14,13,10,9,8,3,2,4,4,4,9,5,2,4,9,1
18628,14,12,9,8,4,4,4,2,3,2,9,4,5,1,9,0
18629,11,11,6,4,2,2,1,4,3,1,8,5,5,2,8,0
18630,9,9,10,6,5,4,3,1,3,3,8,5,2,3,9,1
18631,3,3,14,12,11,2,1,1,2,4,8,4,10,4,9,1
18632,14,13,12,9,2,2,1,3,4,1,9,3,6,1,9,1
18633,7,7,13,10,6,1,3,2,1,4,8,3,3,2,8,1
18634,12,11,9,5,3,4,1,1,2,4,9,1,3,1,8,0
18635,14,13,12,8,7,4,4,1,3,4,9,3,4,1,9,1
18636,14,11,9,6,5,3,3,2,2,4,9,2,8,3,9,0
18637,7,7,12,10,4,3,2,2,2,1,8,5,12,3,7,0
18638,3,3,13,4,2,2,1,2,3,1,8,4,12,1,9,1
18639,10,9,6,4,2,3,4,4,4,4,9,5,10,4,8,0
18640,14,9,8,7,6,3,2,3,4,1,9,5,5,2,9,1
18641,9,8,6,5,2,1,1,2,1,1,9,5,8,4,9,0
18642,14,13,10,4,3,4,2,1,4,1,9,2,9,3,9,0
18643,12,12,4,4,10,3,4,3,2,4,7,5,2,3,8,1
18644,7,7,13,12,8,4,1,4,3,3,8,3,9,1,9,1
18645,14,12,11,4,2,1,1,3,3,2,9,2,13,1,9,0
18646,10,10,12,11,4,3,2,2,4,1,8,5,6,1,8,0
18647,8,8,13,4,2,1,2,3,2,3,8,5,12,4,9,1
18648,2,2,12,8,6,2,3,2,4,1,8,5,14,1,9,1
18649,14,13,7,5,4,3,3,4,4,3,9,2,12,4,9,0
18650,14,12,11,9,3,4,3,4,1,1,9,5,3,3,8,0
18651,13,11,5,4,2,2,3,2,2,4,9,5,9,3,9,0
18652,11,10,8,6,5,1,4,3,3,4,9,4,4,3,9,1
18653,12,12,14,5,3,2,4,4,3,2,8,4,5,2,8,1
18654,2,2,11,7,5,2,3,2,4,1,8,4,13,4,8,0
18655,14,9,8,4,2,3,2,2,1,4,9,2,11,4,9,0
18656,12,12,10,8,7,3,4,1,4,4,8,5,9,2,8,0
18657,3,3,3,13,12,4,2,1,1,2,6,4,5,2,8,1
18658,11,9,8,4,2,4,4,2,2,4,9,1,11,2,8,0
18659,11,11,9,6,5,1,3,3,3,3,8,5,12,1,8,0
18660,4,4,9,8,3,1,2,3,1,3,8,3,7,1,8,1
18661,11,11,12,10,6,4,3,2,2,2,8,4,6,1,8,1
18662,14,12,11,8,2,2,3,2,3,4,9,3,9,2,9,1
18663,14,9,8,5,2,4,1,4,2,2,9,5,9,4,8,0
18664,11,11,6,5,3,1,3,2,4,2,8,3,8,4,8,0
18665,7,7,13,10,3,1,3,4,2,4,8,5,11,4,8,1
18666,10,10,11,7,4,3,4,2,4,1,8,3,14,4,9,1
18667,14,12,9,5,2,1,3,4,3,4,9,3,3,3,9,0
18668,13,12,8,5,4,1,3,4,2,3,9,5,9,3,9,1
18669,11,11,13,5,4,3,1,2,1,4,8,3,5,3,7,0
18670,10,10,13,8,4,2,1,4,3,2,8,3,14,3,9,1
18671,6,6,14,4,2,1,3,4,1,3,8,4,10,4,9,1
18672,2,2,14,8,6,1,4,2,2,3,8,4,8,4,8,0
18673,10,7,5,4,3,3,1,4,3,3,9,2,10,1,9,0
18674,11,11,12,3,2,3,4,1,2,3,8,3,14,1,8,0
18675,7,7,13,12,6,4,3,4,3,4,8,4,8,3,9,1
18676,10,8,4,3,2,1,1,3,2,4,9,3,5,1,9,0
18677,11,10,8,7,5,2,4,4,1,3,9,4,8,2,8,0
18678,11,6,4,3,2,3,4,4,3,1,9,4,6,1,8,0
18679,9,9,13,11,2,2,3,4,1,2,8,4,9,4,6,0
18680,13,12,6,4,2,1,2,1,4,2,9,4,10,2,9,0
18681,9,9,13,8,2,1,2,4,3,4,8,1,4,3,9,1
18682,5,5,13,8,3,3,2,3,2,1,8,5,9,4,8,1
18683,3,3,10,8,7,3,4,4,4,4,8,4,14,2,9,1
18684,14,13,6,5,3,4,4,3,1,2,9,5,2,3,9,1
18685,13,13,10,3,2,1,2,1,4,2,8,4,11,2,8,0
18686,12,12,9,3,2,2,1,2,1,4,8,5,3,3,8,1
18687,10,9,7,5,2,2,1,3,2,1,9,3,14,3,9,0
18688,10,10,14,13,6,1,3,2,2,2,8,1,6,4,8,1
18689,12,7,6,5,4,3,3,1,3,2,9,2,3,1,9,1
18690,14,8,5,4,2,3,1,4,4,2,9,1,14,1,8,0
18691,10,6,4,3,2,2,3,3,4,1,9,4,8,3,9,0
18692,14,9,8,6,5,1,3,1,4,4,9,3,5,2,8,0
18693,12,12,11,6,3,1,3,2,3,2,8,3,8,3,8,0
18694,6,6,14,10,4,2,1,3,4,1,8,3,4,4,8,0
18695,13,12,8,7,5,2,2,4,3,1,9,2,2,2,9,1
18696,8,8,7,5,3,2,4,3,4,4,8,4,12,4,8,0
18697,14,12,7,6,2,4,2,4,3,3,9,1,4,3,9,0
18698,14,10,8,7,4,2,4,3,2,4,9,5,2,1,9,1
18699,14,9,8,6,3,1,3,1,2,3,9,5,2,2,9,1
18700,13,11,10,8,4,3,4,1,1,3,9,5,2,1,9,1
18701,11,9,8,3,2,2,4,2,3,3,9,2,7,2,9,0
18702,13,12,11,5,3,2,3,1,1,1,9,3,14,4,9,0
18703,5,5,12,10,8,2,4,2,2,4,8,3,7,3,8,1
18704,9,9,8,8,14,4,1,2,1,1,7,5,5,3,8,1
18705,12,10,6,5,4,2,4,4,4,3,9,3,3,4,9,1
18706,13,11,10,9,6,1,3,3,3,1,9,4,8,4,9,1
18707,12,12,14,10,8,1,4,4,2,3,8,4,3,1,8,1
18708,13,13,9,6,2,2,1,1,2,2,8,5,10,3,9,1
18709,4,4,14,11,7,4,3,4,4,3,8,5,5,2,8,1
18710,11,9,8,6,5,2,4,1,3,3,9,3,7,4,9,0
18711,13,13,14,4,2,3,4,3,2,3,8,3,10,2,8,0
18712,14,7,6,5,2,3,2,4,2,2,9,2,13,1,9,0
18713,11,10,8,4,3,3,4,3,3,4,9,3,8,2,8,0
18714,11,9,8,5,3,1,1,4,3,1,9,2,12,2,9,0
18715,11,11,12,9,4,2,4,1,2,4,8,5,6,1,8,1
18716,5,5,13,10,7,4,2,2,3,3,8,4,4,4,8,1
18717,6,6,10,3,2,3,2,2,3,3,8,3,14,2,8,0
18718,14,12,8,6,4,3,4,3,4,3,9,1,11,2,9,1
18719,10,7,6,5,4,4,2,1,1,2,9,4,5,3,8,0
18720,14,13,6,3,2,2,2,1,2,4,9,5,9,3,9,0
18721,14,13,12,6,3,4,1,4,2,4,9,2,8,4,9,0
18722,6,6,10,7,3,3,4,3,3,1,8,5,5,2,8,1
18723,14,12,11,5,4,1,3,4,3,3,9,2,4,1,8,0
18724,12,9,8,3,2,2,4,4,2,3,9,2,14,1,9,0
18725,13,12,10,6,4,4,3,3,4,3,9,5,8,3,9,0
18726,12,9,7,5,4,1,3,3,2,4,9,4,3,1,9,1
18727,14,10,6,5,2,2,1,2,3,2,9,5,4,2,9,0
18728,13,10,6,5,2,1,4,3,1,4,9,3,3,3,9,1
18729,12,9,8,6,3,2,4,2,2,1,9,4,9,2,8,0
18730,6,6,14,10,7,1,4,1,1,4,8,3,5,4,9,1
18731,13,11,4,3,2,2,2,3,2,3,9,5,8,3,9,0
18732,14,14,12,7,3,2,3,1,3,2,8,5,3,4,8,1
18733,14,13,9,5,2,4,1,2,4,2,9,4,13,2,8,0
18734,6,6,10,9,7,3,4,3,3,4,8,3,4,1,9,1
18735,11,11,8,8,7,3,2,3,4,1,7,5,11,1,6,0
18736,11,10,7,6,5,3,3,1,4,1,9,5,10,4,8,0
18737,12,12,14,4,2,4,3,3,2,3,8,4,5,2,9,1
18738,2,2,10,8,7,1,2,2,3,2,8,4,9,3,8,0
18739,13,8,7,4,3,4,2,3,3,2,9,3,8,4,8,0
18740,12,9,8,6,5,2,4,1,1,3,9,3,9,2,8,0
18741,10,10,10,12,8,1,3,4,1,2,6,5,6,2,8,1
18742,7,7,9,8,5,3,4,3,3,2,8,5,7,1,8,0
18743,14,14,11,11,2,1,4,4,3,3,7,5,14,2,7,0
18744,7,7,2,2,14,4,3,1,2,4,7,5,14,2,7,0
18745,6,5,4,3,2,4,3,1,2,4,5,0,9,1,5,0
18746,14,11,10,5,3,3,4,3,4,3,9,1,13,1,9,0
18747,12,11,10,5,3,1,1,1,1,4,9,5,13,3,9,0
18748,13,11,10,9,4,2,2,2,3,2,9,4,13,4,8,0
18749,12,11,8,6,5,1,3,4,2,3,9,2,5,1,8,0
18750,6,6,11,9,5,3,4,4,4,2,8,5,9,1,8,0
18751,7,7,2,2,14,2,3,3,2,3,7,5,14,2,7,0
18752,13,11,10,9,5,4,3,4,2,3,9,4,13,1,9,0
18753,14,13,11,10,4,1,3,1,1,2,9,4,14,4,8,0
18754,7,7,13,11,3,3,2,2,2,3,8,4,7,1,8,0
18755,12,8,6,5,3,1,4,3,4,1,9,5,12,2,9,0
18756,4,4,13,11,2,3,4,2,2,3,8,4,12,1,8,1
18757,3,3,10,7,6,2,3,1,4,2,8,5,10,3,8,0
18758,14,12,8,5,2,2,2,2,1,4,9,4,14,1,8,0
18759,9,9,13,12,4,3,2,1,4,1,8,4,6,4,8,1
18760,14,8,5,4,2,4,4,1,1,3,9,5,13,1,9,0
18761,14,13,11,10,8,1,4,1,1,3,9,5,5,3,9,1
18762,7,7,10,5,4,2,1,3,4,4,8,4,12,3,9,1
18763,14,10,8,6,4,3,4,1,1,3,9,3,3,4,9,1
